Choice,Parallel,Loop,Noise Level,Add,Delete,Replace,Swap
0.1,0.2,0.1,40%,0.977186584955442,0.9821290910977116,0.9722080804509536,0.9658506069569918
0.2,0.0,0.0,5%,0.9972803621239924,0.999225250005906,0.9972297985906352,0.9953651435643348
0.2,0.0,0.0,10%,0.994619495168687,0.9985743216552276,0.9946649829604384,0.9925163348635496
0.2,0.0,0.0,20%,0.9907596099983624,0.9971819111561008,0.9906984508808367,0.9876767610786996
0.2,0.0,0.0,40%,0.983682218242606,0.9937335015401112,0.9838968615534892,0.9778443074390036
0.2,0.0,0.1,5%,0.9978210621663378,0.9991715378211988,0.99757871374174,0.9958085548477348
0.2,0.0,0.1,10%,0.9955467580731272,0.9983110693147434,0.9952270004928566,0.9933728596515006
0.2,0.0,0.1,20%,0.9927934046821716,0.9968394580406226,0.99211159712289,0.9890199236501028
0.2,0.0,0.1,40%,0.987231289735834,0.9944980750853925,0.986587241041185,0.9809712300413176
0.2,0.1,0.0,5%,0.9964369671989572,0.9984310483872848,0.9961347267265348,0.9945490576278248
0.2,0.1,0.0,10%,0.9926668953421636,0.996533203613358,0.992458448242159,0.9902749469355596
0.2,0.1,0.0,20%,0.9861001597459786,0.9929010304392843,0.9854792171833868,0.9820943713352994
0.2,0.1,0.0,40%,0.9756589205146228,0.9852781798163704,0.9730381300900808,0.9673020440173123
0.2,0.1,0.1,5%,0.9962264433143712,0.9976924897575282,0.9959698339219808,0.9929165048591309
0.2,0.1,0.1,10%,0.9927641229156748,0.9954739679789206,0.9922205990856332,0.9877934868935104
0.2,0.1,0.1,20%,0.9865875003186534,0.9904410615524694,0.9854608048927967,0.9798556602630843
0.2,0.1,0.1,40%,0.9767906709533798,0.9807319625570492,0.9749001253129412,0.964717728857868
0.2,0.2,0.0,5%,0.9976047349439472,0.9990206269304184,0.9974752102877812,0.9958935902982142
0.2,0.2,0.0,10%,0.9950487326403686,0.9977703927816164,0.9949558631109672,0.9929853666757024
0.2,0.2,0.0,20%,0.9911848061668016,0.9960806447423112,0.9904054960547268,0.9873773084865364
0.2,0.2,0.0,40%,0.985373991117427,0.992029204191654,0.9845756639355904,0.9738264297626208
0.2,0.2,0.1,5%,0.9877382175979484,0.9964614857324108,0.9842989912757708,0.9910711683884303
0.2,0.2,0.1,10%,0.975789104912682,0.9943606790085,0.9716332852979592,0.9833767248580244
0.2,0.2,0.1,20%,0.953422733057516,0.9857732503455192,0.9471582724258986,0.968601496298252
0.2,0.2,0.1,40%,0.9177259638545754,0.9670153826698912,0.8988323847252588,0.9444195156190488
